img_id;location;lat;lon;alt;loc_precision;_index;_parent_index;type_ad;public_transport;marketing_str;marketing_str_desc;prem_offer;prem_offer_desc;nr_food;Naam voedingsmiddel;brand;who_cat;UPF;Gezond leven voedingscategorie;Gezond leven voorkeursindeling;comments
1659697901751.jpg;51.0939431 4.514181 62.699999999999996 1.72;510.939.431;4.514.181;62.699.999.999.999.900;1.72;1235;56;4;N;;;;;;;Coca-cola;4d;4;1;E;
1659698850900.jpg;51.0950118 4.4981761 53.5 4.566;510.950.118;44.981.761;53.5;4.566;1236;56;4;N;;;;;1;vers vlees;Aaliyah;13;1;12;D;
1659698850900.jpg;51.0950118 4.4981761 53.5 4.566;510.950.118;44.981.761;53.5;4.566;1236;56;4;N;;;;;2;Groenten  ;Aaliyah;15;1;2;A;
1659698850900.jpg;51.0950118 4.4981761 53.5 4.566;510.950.118;44.981.761;53.5;4.566;1236;56;4;N;;;;;3;Fruit  ;Aaliyah;15;1;3;A;
1659698850900.jpg;51.0950118 4.4981761 53.5 4.566;510.950.118;44.981.761;53.5;4.566;1236;56;4;N;;;;;4;Peulvruchten;Aaliyah;15;1;6;A;
1659696110270.jpg;50.9881233 5.1964649 82.69999999999999 1.84;509.881.233;51.964.649;8.269.999.999.999.990;1.84;1237;57;9;N;;;;;;Wijn;;A;5;A;;
1659696291544.jpg;50.9878266 5.1954271 92.5 2.44;509.878.266;51.954.271;92.5;2.44;1238;57;7;N;;;;;;Doner, kebab, pizza;Atlantics;NA;;NA;;
1659696322817.jpg;50.9877718 5.1954797 87.9 2.283;509.877.718;51.954.797;87.9;2.283;1239;57;5;N;;;;;;;Leonidas;NA;;NA;;
1659696435581.jpg;50.9881373 5.1959719 82.9 1.683;509.881.373;51.959.719;82.9;1.683;1240;57;9;N;;;;;1;;Drinkcentrum Borger;A;5;A;;
1659696435581.jpg;50.9881373 5.1959719 82.9 1.683;509.881.373;51.959.719;82.9;1.683;1240;57;3;N;;;;;2;;Coca-cola;NA;;NA;;
1659696448808.jpg;50.98815 5.195955 81.5 1.65;5.098.815;5.195.955;81.5;1.65;1241;57;9;N;;;;;1;;Drinkcentrum Borger;A;5;A;;
1659696448808.jpg;50.98815 5.195955 81.5 1.65;5.098.815;5.195.955;81.5;1.65;1241;57;3;N;;;;;2;;Coca-cola;NA;;NA;;
1659696471024.jpg;50.98815 5.195955 81.5 1.766;5.098.815;5.195.955;81.5;1.766;1242;57;9;N;;;7;Gratis glas + bezoek;;;Omer;A;5;A;;
1659696486215.jpg;50.98815 5.195955 81.5 1.816;5.098.815;5.195.955;81.5;1.816;1243;57;9;N;6;Stefan Everts;;;;Gin ;S72;A;5;A;;
1659696516255.jpg;50.9881644 5.1957236 87.9 1.6;509.881.644;51.957.236;87.9;1.6;1244;57;9;N;;;;;1;;Drinkcentrum Borger;A;5;A;;
1659696516255.jpg;50.9881644 5.1957236 87.9 1.6;509.881.644;51.957.236;87.9;1.6;1244;57;9;N;;;;;2;;Primus;A;5;A;;
1659696991903.jpg;50.9876725 5.1950155 94.4 2.133;509.876.725;51.950.155;94.4;2.133;1245;58;9;N;1;Jupiler stier;;;;;Jupiler;A;5;A;;
1659697019429.jpg;50.9876148 5.1949844 90.9 2.083;509.876.148;51.949.844;90.9;2.083;1246;58;9;N;1;Jupiler stier;;;;;Jupiler;A;5;A;;
1659697051403.jpg;50.9876616 5.1947552 94.5 2.466;509.876.616;51.947.552;94.5;2.466;1247;58;4;N;;;;;;;24k luxury ;4c;4;1;E;
1659697068194.jpg;50.9877492 5.1947437 93.19999999999999 2.8;509.877.492;51.947.437;9.319.999.999.999.990;2.8;1248;58;4;N;;;;;;Color editions, zero sugar;Red-bull;4c;4;1;E;
1659697081347.jpg;50.987681 5.194725 92.4 2.266;50.987.681;5.194.725;92.4;2.266;1249;58;4;N;;;;;;;24k luxury ;4c;4;1;E;
1659697109730.jpg;50.9876163 5.1947874 92.6 2.1;509.876.163;51.947.874;92.6;2.1;1250;58;6;N;;;;;;;Buffet, Chinees restaurant;ND;;ND;;
1659697124292.jpg;50.9875717 5.1947449 85.4 2.033;509.875.717;51.947.449;85.4;2.033;1251;58;6;N;;;;;;;Buffet, Chinees restaurant;ND;;ND;;
1659697346020.jpg;50.9866888 5.1928411 80.4 2.466;509.866.888;51.928.411;80.4;2.466;1252;58;6;N;;;;;1;Kebab, grill;Anatolia;14;4;12;D;
1659697346020.jpg;50.9866888 5.1928411 80.4 2.466;509.866.888;51.928.411;80.4;2.466;1252;58;6;N;;;;;2;Pizza;Anatolia;9;4;13;E;
1659697363042.jpg;50.9866354 5.1928318 81.3 2.983;509.866.354;51.928.318;81.3;2.983;1253;58;6;N;;;;;;Pizza;Anatolia;9;4;13;E;
1659697444540.jpg;50.9866746 5.192633 77.7 2.816;509.866.746;5.192.633;77.7;2.816;1254;58;6;N;11;Official dealer;;;1;;Bicky;14;4;12;E;
1659697444540.jpg;50.9866746 5.192633 77.7 2.816;509.866.746;5.192.633;77.7;2.816;1254;58;6;N;;;;;2;Frituur;;9;4;13;E;
1659697578289.jpg;50.9865936 5.1925813 71.3 1.58;509.865.936;51.925.813;71.3;1.58;1255;58;3;N;;;;;;;Fuzetea;NA;;NA;;
1659697620801.jpg;50.9866377 5.1926964 76.1 1.65;509.866.377;51.926.964;76.1;1.65;1257;58;3;N;;;;;;;Fuzetea;NA;;NA;;
1659697746947.jpg;50.9863617 5.1915117 75.80000305175781 1.516;509.863.617;51.915.117;7.580.000.305.175.780;1.516;1258;58;9;N;;;;;1;;Hapkin;A;5;A;;
1659697746947.jpg;50.9863617 5.1915117 75.80000305175781 1.516;509.863.617;51.915.117;7.580.000.305.175.780;1.516;1258;58;9;N;;;;;2;;Omer;A;5;A;;
1659697746947.jpg;50.9863617 5.1915117 75.80000305175781 1.516;509.863.617;51.915.117;7.580.000.305.175.780;1.516;1258;58;9;N;;;;;3;;Kasteel;A;5;A;;
1659697804318.jpg;50.98626 5.19124 75.80000305175781 1.76;5.098.626;519.124;7.580.000.305.175.780;1.76;1259;58;9;N;;;;;;;Omer;A;5;A;;
1659697824855.jpg;50.98626 5.19124 78.4 1.58;5.098.626;519.124;78.4;1.58;1260;58;9;N;;;;;1;;Duvel;A;5;A;;
1659697824855.jpg;50.98626 5.19124 78.4 1.58;5.098.626;519.124;78.4;1.58;1260;58;9;N;;;;;2;;Cristal;A;5;A;;
1659697840632.jpg;50.98626 5.19124 78.4 1.8;5.098.626;519.124;78.4;1.8;1261;58;9;N;;;;;;;Grimbergen;A;5;A;;
1659697884837.jpg;50.9861883 5.1914467 75.20000457763672 1.46;509.861.883;51.914.467;7.520.000.457.763.670;1.46;1262;58;1;N;;;;;;Ben & jerryï¿½;Ola;5;4;13;E;
1659697902993.jpg;50.9861883 5.1914467 75.20000457763672 1.333;509.861.883;51.914.467;7.520.000.457.763.670;1.333;1263;58;1;N;;;;;;Ben & jerryï¿½;Ola;5;4;13;E;
1659697921201.jpg;50.9861617 5.1914417 75.20000457763672 1.583;509.861.617;51.914.417;7.520.000.457.763.670;1.583;1264;58;9;N;;;;;;;Stella artois;A;5;A;;
1659697938083.jpg;50.9861467 5.1914517 75.20000457763672 1.5;509.861.467;51.914.517;7.520.000.457.763.670;1.5;1265;58;9;N;;;;;1;;Keizer Karel;A;5;A;;
1659697938083.jpg;50.9861467 5.1914517 75.20000457763672 1.5;509.861.467;51.914.517;7.520.000.457.763.670;1.5;1265;58;9;N;;;;;2;;Primus;A;5;A;;
1659697954768.jpg;50.9861467 5.1914517 82.1 1.52;509.861.467;51.914.517;82.1;1.52;1266;58;9;N;;;;;;;Primus;A;5;A;;
1659698018918.jpg;50.9859 5.1914817 75.80000305175781 1.3;509.859;51.914.817;7.580.000.305.175.780;1.3;1267;58;9;N;;;;;;;Primus;A;5;A;;
1659698043452.jpg;50.9858653 5.1914359 75.80000305175781 1.766;509.858.653;51.914.359;7.580.000.305.175.780;1.766;1268;58;9;N;;;;;1;;Mystic;A;5;A;;
1659698043452.jpg;50.9858653 5.1914359 75.80000305175781 1.766;509.858.653;51.914.359;7.580.000.305.175.780;1.766;1268;58;9;N;;;;;2;;Stella artois;A;5;A;;
1659698043452.jpg;50.9858653 5.1914359 75.80000305175781 1.766;509.858.653;51.914.359;7.580.000.305.175.780;1.766;1268;58;9;N;;;;;3;;Kapittel ;A;5;A;;
1659698043452.jpg;50.9858653 5.1914359 75.80000305175781 1.766;509.858.653;51.914.359;7.580.000.305.175.780;1.766;1268;58;7;N;;;;;4;;Het verschil;NA;;NA;;
1659698060950.jpg;50.9858536 5.1913889 75.80000305175781 1.733;509.858.536;51.913.889;7.580.000.305.175.780;1.733;1269;58;9;N;;;;;1;;Mystic;A;5;A;;
1659698060950.jpg;50.9858536 5.1913889 75.80000305175781 1.733;509.858.536;51.913.889;7.580.000.305.175.780;1.733;1269;58;9;N;;;;;2;;Stella artois;A;5;A;;
1659698097898.jpg;50.9857768 5.1909952 81.19999999999999 1.6;509.857.768;51.909.952;8.119.999.999.999.990;1.6;1270;58;4;N;;;;;;Chocolade;Chocolï¿½ï¿;1;4;13;E;
1659699125192.jpg;50.9858048 5.194884 74.1 2.833;509.858.048;5.194.884;74.1;2.833;1271;58;9;N;;;;;;Bier;De lijn;A;5;A;;
1659946250543.jpg;50.8317933 3.26172 59.0 1.483;508.317.933;326.172;59;1.483;1272;59;9;N;;;;;;;Vedett;A;5;A;;
1659946324237.jpg;50.8318232 3.2616107 59.400000000000006 2.0;508.318.232;32.616.107;59.400.000.000.000.000;2;1273;59;3;N;1;Tekeningen voeding;;;;;Alpro;NA;;NA;;Vegan 
1659946848194.jpg;50.8313217 3.26097 56.7 1.366;508.313.217;326.097;56.7;1.366;1274;59;9;N;;;;;;Wines & spirits;;A;5;A;;
1659947073788.jpg;50.8308942 3.2623512 59.0 2.583;508.308.942;32.623.512;59;2.583;1276;59;7;N;1;Tekeningen voeding;;;;;Alta;NA;;NA;;
1659947093340.jpg;50.8308882 3.2624836 58.300000000000004 2.5;508.308.882;32.624.836;58.300.000.000.000.000;2.5;1277;59;7;N;1;Tekeningen voeding;;;;Healthy take away;Alta;NA;;NA;;
1659947200628.jpg;50.8304476 3.2635164 76.2 1.966;508.304.476;32.635.164;76.2;1.966;1278;59;6;N;;;;;1;Zalmfilet, garnalen;;13;3;11;B;
1659947200628.jpg;50.8304476 3.2635164 76.2 1.966;508.304.476;32.635.164;76.2;1.966;1278;59;6;N;;;;;2;Kaaskroketten;;8;4;13;E;
1659947200628.jpg;50.8304476 3.2635164 76.2 1.966;508.304.476;32.635.164;76.2;1.966;1278;59;9;N;;;;;3;;Omer;A;5;A;;
1659947200628.jpg;50.8304476 3.2635164 76.2 1.966;508.304.476;32.635.164;76.2;1.966;1278;59;6;N;;;;;4;Rib eye;;13;1;12;D;
1659947300608.jpg;50.8302483 3.2637067 64.5 2.166;508.302.483;32.637.067;64.5;2.166;1279;59;9;N;;;;;1;;Omer;A;5;A;;
1659947300608.jpg;50.8302483 3.2637067 64.5 2.166;508.302.483;32.637.067;64.5;2.166;1279;59;9;N;1;St. Bernardus icoon;;;2;;St. Bernardus;A;5;A;;
1659947300608.jpg;50.8302483 3.2637067 64.5 2.166;508.302.483;32.637.067;64.5;2.166;1279;59;9;N;;;;;3;;Brouwerij ruimtegist;A;5;A;;
1659947300608.jpg;50.8302483 3.2637067 64.5 2.166;508.302.483;32.637.067;64.5;2.166;1279;59;9;N;;;;;4;;Kunstkroeg de doedelzak;A;5;A;;
1659947300608.jpg;50.8302483 3.2637067 64.5 2.166;508.302.483;32.637.067;64.5;2.166;1279;59;9;N;;;;;5;;Bockor;A;5;A;;
1659947348417.jpg;50.8301533 3.2637217 59.2 2.5;508.301.533;32.637.217;59.2;2.5;1280;59;9;N;;;;;;;Duvel;A;5;A;;
1659948951720.jpg;50.8310425 3.2650679 51.2 1.6;508.310.425;32.650.679;51.2;1.6;1281;59;9;N;;;;;;Bourbon;Bulleit;A;5;A;;
1659948982948.jpg;50.8310283 3.2650667 50.900000000000006 1.916;508.310.283;32.650.667;50.900.000.000.000.000;1.916;1282;59;9;N;;;;;;;Brugse zot;A;5;A;;
1659949177501.jpg;50.8309121 3.2647462 54.300000000000004 1.483;508.309.121;32.647.462;54.300.000.000.000.000;1.483;1283;59;9;N;1;Delirium olifant;;;;;Delirium ;A;5;A;;
1659949309284.jpg;50.83069 3.2646766 58.5 2.0;5.083.069;32.646.766;58.5;2;1284;59;9;N;;;;;;;Omer;A;5;A;;
1659949378690.jpg;50.8306067 3.2646733 58.300000000000004 1.92;508.306.067;32.646.733;58.300.000.000.000.000;1.92;1285;59;9;N;;;;;;;Guinness;A;5;A;;
1659949399900.jpg;50.8305642 3.2647185 54.300000000000004 2.1;508.305.642;32.647.185;54.300.000.000.000.000;2.1;1286;59;9;N;;;;;;;Kasteel;A;5;A;;
1659949433909.jpg;50.8305783 3.2647217 54.7 2.22;508.305.783;32.647.217;54.7;2.22;1287;59;9;N;;;;;;;Somersby;A;5;A;;
1659949457784.jpg;50.8306832 3.2647588 56.0 2.28;508.306.832;32.647.588;56;2.28;1288;59;9;N;;;;;1;;Tripel le fort;A;5;A;;
1659949457784.jpg;50.8306832 3.2647588 56.0 2.28;508.306.832;32.647.588;56;2.28;1288;59;9;N;6;Anthony Martin;;;2;;Guinness;A;5;A;;
1659949529302.jpg;50.8309128 3.2649555 63.7 2.0;508.309.128;32.649.555;63.7;2;1289;59;9;N;;;;;1;Champagne;Taittinger;A;5;A;;
1659949529302.jpg;50.8309128 3.2649555 63.7 2.0;508.309.128;32.649.555;63.7;2;1289;59;3;N;;;;;2;;Schweppes ;NA;;NA;;
1659953891121.jpg;50.8279247 3.2569423 80.30000000000001 1.766;508.279.247;32.569.423;8.030.000.000.000.000;1.766;1291;60;6;N;;;;;;Sushi;;13;3;11;B;
1659954048450.jpg;50.8289 3.2567 51.900000000000006 1.883;508.289;32.567;51.900.000.000.000.000;1.883;1292;60;7;N;;;;;1;;Balthazar;NA;;NA;;
1659954048450.jpg;50.8289 3.2567 51.900000000000006 1.883;508.289;32.567;51.900.000.000.000.000;1.883;1292;60;9;N;;;;;2;;Bockor;A;5;A;;
1659959124695.jpg;50.8047401 3.2822099 81.6 2.316;508.047.401;32.822.099;81.6;2.316;1293;61;9;N;;;;;;;Bockor;A;5;A;;
1659959141593.jpg;50.8047409 3.2823429 79.7 1.9;508.047.409;32.823.429;79.7;1.9;1294;61;9;N;;;;;;;Bockor;A;5;A;;
1659959164273.jpg;50.8046673 3.2824135 79.6 2.0;508.046.673;32.824.135;79.6;2;1295;61;9;N;;;;;;;Bockor;A;5;A;;
1659959182156.jpg;50.8046505 3.2824106 80.6 2.1;508.046.505;32.824.106;80.6;2.1;1296;61;9;N;1;Jupiler stier;;;;;Jupiler;A;5;A;;
1659959209377.jpg;50.8046283 3.2824503 79.4 1.833;508.046.283;32.824.503;79.4;1.833;1297;61;9;N;1;Jupiler stier;;;;;Jupiler;A;5;A;;
1659959245046.jpg;50.8044918 3.2823635 80.5 2.183;508.044.918;32.823.635;80.5;2.183;1298;61;6;N;;;;;1;Friet;Best frit;16;4;4;E;
1659959245046.jpg;50.8044918 3.2823635 80.5 2.183;508.044.918;32.823.635;80.5;2.183;1298;61;6;N;11;Official dealer;;;2;;Bicky;14;4;12;E;
1659959284616.jpg;50.8044484 3.2824 78.4 1.84;508.044.484;32.824;78.4;1.84;1299;61;9;N;;;;;1;Bier;Brouwerij de Brabandere;A;5;A;;
1659959284616.jpg;50.8044484 3.2824 78.4 1.84;508.044.484;32.824;78.4;1.84;1299;61;9;N;;;;;2;;Bavik;A;5;A;;
1659959284616.jpg;50.8044484 3.2824 78.4 1.84;508.044.484;32.824;78.4;1.84;1299;61;9;N;;;;;3;;Wittekerke;A;5;A;;
1659959320417.jpg;50.8043901 3.2824554 80.6 1.916;508.043.901;32.824.554;80.6;1.916;1300;61;9;N;1;Jupiler stier;;;;;Jupiler;A;5;A;;
1659959351724.jpg;50.8042506 3.282548 76.30000000000001 2.32;508.042.506;3.282.548;7.630.000.000.000.000;2.32;1301;61;9;N;;;;;1;;Omer;A;5;A;;
1659959351724.jpg;50.8042506 3.282548 76.30000000000001 2.32;508.042.506;3.282.548;7.630.000.000.000.000;2.32;1301;61;9;N;;;;;2;;Duvel;A;5;A;;
1659959376114.jpg;50.8042825 3.2825028 79.80000000000001 1.9;508.042.825;32.825.028;7.980.000.000.000.000;1.9;1302;61;9;N;;;;;1;;Stella artois;A;5;A;;
1659959376114.jpg;50.8042825 3.2825028 79.80000000000001 1.9;508.042.825;32.825.028;7.980.000.000.000.000;1.9;1302;61;9;N;1;Delirium olifant;;;2;;Delirium;A;5;A;;
1659959376114.jpg;50.8042825 3.2825028 79.80000000000001 1.9;508.042.825;32.825.028;7.980.000.000.000.000;1.9;1302;61;7;N;;;;;3;;Chips;NA;;NA;;
1659959479581.jpg;50.8037046 3.2828337 80.4 1.55;508.037.046;32.828.337;80.4;1.55;1303;61;9;Y;;;;;;;Carlsberg;A;5;A;;
1659960681003.jpg;50.8039483 3.2824404 80.30000000000001 2.05;508.039.483;32.824.404;8.030.000.000.000.000;2.05;1304;61;1;Y;11;Made of fusion;;;;Infused black tea, peach hibiscus, low in calories;Fuzetea;4d;4;1;C;
1659955555441.jpg;51.0534967 4.8797768 63.5 1.866;510.534.967;48.797.768;63.5;1.866;1306;63;5;N;;;;;;;Tartï¿½;NA;;NA;;
1659956374392.jpg;51.0543295 4.87993 62.2 1.916;510.543.295;487.993;62.2;1.916;1307;63;9;N;;;;;1;;La trappe;A;5;A;;
1659956374392.jpg;51.0543295 4.87993 62.2 1.916;510.543.295;487.993;62.2;1.916;1307;63;7;N;;;;;2;;Goede vrijdag;NA;;NA;;
1659956385769.jpg;51.0543382 4.8799318 61.3 1.9;510.543.382;48.799.318;61.3;1.9;1308;63;9;N;;;;;;;Averbode;A;5;A;;
1659956690933.jpg;51.0544083 4.8815317 59.7 1.933;510.544.083;48.815.317;59.7;1.933;1309;63;9;N;;;;;;;Duvel;A;5;A;;
1659956936624.jpg;51.0556901 4.8829399 66.2 1.96;510.556.901;48.829.399;66.2;1.96;1310;63;9;N;;;;;;;Jupiler ;A;5;A;;
1659957903806.jpg;51.0549262 4.8848335 62.0 2.3;510.549.262;48.848.335;62;2.3;1311;63;9;N;;;;;;;Stella artois;A;5;A;;
1659957920091.jpg;51.0549049 4.8847661 61.4 1.94;510.549.049;48.847.661;61.4;1.94;1312;63;7;N;;;;;1;;ýt dorp;NA;;NA;;
1659957920091.jpg;51.0549049 4.8847661 61.4 1.94;510.549.049;48.847.661;61.4;1.94;1312;63;9;N;;;;;2;;Stella artois;A;5;A;;
1659957920091.jpg;51.0549049 4.8847661 61.4 1.94;510.549.049;48.847.661;61.4;1.94;1312;63;3;N;;;;;3;;Schweppes;NA;;NA;;
1659957962460.jpg;51.0546152 4.8842992 53.0 2.44;510.546.152;48.842.992;53;2.44;1313;63;6;N;;;;;1;Friet;Best frit;16;4;4;E;
1659957976057.jpg;51.0545484 4.8841851 58.0 2.02;510.545.484;48.841.851;58;2.02;1314;63;7;N;;;;;;Friet;ýt frietbakske ;NA;;NA;;
1659960608203.jpg;51.0314774 4.8939167 60.4 2.08;510.314.774;48.939.167;60.4;2.08;1315;63;6;N;11;Official dealer;;;1;;Bicky;14;4;12;E;
1659960608203.jpg;51.0314774 4.8939167 60.4 2.08;510.314.774;48.939.167;60.4;2.08;1315;63;7;N;;;;;2;;Frituur;NA;;NA;;
1659960631362.jpg;51.0316305 4.8936173 58.5 2.08;510.316.305;48.936.173;58.5;2.08;1316;63;7;N;;;;;;Friet;Bintjes & co. ;NA;;NA;;
1659961423529.jpg;51.0311062 4.8948617 65.3 3.483;510.311.062;48.948.617;65.3;3.483;1317;63;3;N;;;;;;Maaltijden aan huis;ýt patatje;NA;;NA;;
1659963667549.jpg;51.0305896 4.8283233 60.599999999999994 1.566;510.305.896;48.283.233;60.599.999.999.999.900;1.566;1318;63;6;N;;;;;;Ijs;De Lekkerbek;5;4;13;E;
1659963780906.jpg;51.0318305 4.8279875 56.4 1.466;510.318.305;48.279.875;56.4;1.466;1319;63;7;N;;;;;;Ijs;De Lekkerbek;NA;;NA;;
1660042505778.jpg;51.0757081 4.9164158 62.8 1.48;510.757.081;49.164.158;62.8;1.48;1320;64;9;N;;;;;1;;Averbode;A;5;A;;
1660042505778.jpg;51.0757081 4.9164158 62.8 1.48;510.757.081;49.164.158;62.8;1.48;1320;64;3;N;;;;;2;;Java;NA;;NA;;
1660042525655.jpg;51.0758179 4.91646 65.1 1.62;510.758.179;491.646;65.1;1.62;1321;64;7;N;;;;;1;;Cafe Bergomhof;NA;;NA;;
1660042525655.jpg;51.0758179 4.91646 65.1 1.62;510.758.179;491.646;65.1;1.62;1321;64;9;N;;;;;2;;Cristal;A;5;A;;
1660042734187.jpg;51.0769175 4.9156875 67.8 1.683;510.769.175;49.156.875;67.8;1.683;1322;64;7;N;;;;;1;;Cafe de prins;NA;;NA;;
1660042734187.jpg;51.0769175 4.9156875 67.8 1.683;510.769.175;49.156.875;67.8;1.683;1322;64;9;N;;;;;2;;Primus;A;5;A;;
1660042734187.jpg;51.0769175 4.9156875 67.8 1.683;510.769.175;49.156.875;67.8;1.683;1322;64;9;N;;;;;3;;Carlsberg;A;5;A;;
1660042734187.jpg;51.0769175 4.9156875 67.8 1.683;510.769.175;49.156.875;67.8;1.683;1322;64;9;N;1;Logo Keizer Karel;;;4;;Keizer Karel;A;5;A;;
1660042757469.jpg;51.0769496 4.9155689 66.4 2.0;510.769.496;49.155.689;66.4;2;1323;64;7;N;;;;;1;;Cafe de prins;NA;;NA;;
1660042757469.jpg;51.0769496 4.9155689 66.4 2.0;510.769.496;49.155.689;66.4;2;1323;64;9;N;;;;;2;;Primus;A;5;A;;
1660042757469.jpg;51.0769496 4.9155689 66.4 2.0;510.769.496;49.155.689;66.4;2;1323;64;6;N;;;;;3;;Tonissteiner;4d;4;1;F;
1660042757469.jpg;51.0769496 4.9155689 66.4 2.0;510.769.496;49.155.689;66.4;2;1323;64;9;N;;;;;4;;Keizer Karel;A;5;A;;
1660042778325.jpg;51.0769911 4.9156699 69.3 1.76;510.769.911;49.156.699;69.3;1.76;1324;64;7;N;;;;;1;;Frituur de mick;NA;;NA;;
1660042778325.jpg;51.0769911 4.9156699 69.3 1.76;510.769.911;49.156.699;69.3;1.76;1324;64;6;N;11;Official dealer;;;2;;Bicky;14;4;12;E;
1660042791344.jpg;51.0770467 4.9157405 65.6 1.78;510.770.467;49.157.405;65.6;1.78;1325;64;1;N;;;2;Win 1000 flessen ;;Spa fruit: mango apricot, lemon cactus, berry;Spa ;4d;4;1;E;
1660030752369.jpg;50.85005 3.2855617 55.300000000000004 1.36;5.085.005;32.855.617;55.300.000.000.000.000;1.36;1326;65;9;N;;;;;;;Duvel;A;5;A;;
1660030993341.jpg;50.8508558 3.285178 67.0 1.783;508.508.558;3.285.178;67;1.783;1327;65;7;N;;;;;1;;Time 2 eat by Alison;NA;;NA;;
1660030993341.jpg;50.8508558 3.285178 67.0 1.783;508.508.558;3.285.178;67;1.783;1327;65;6;N;;;;;2;;La lorraine;11;3;4;A;
1660030993341.jpg;50.8508558 3.285178 67.0 1.783;508.508.558;3.285.178;67;1.783;1327;65;6;N;;;;;3;Donuts;;2;4;13;E;
1660031390127.jpg;50.8515289 3.2858772 65.6 1.6;508.515.289;32.858.772;65.6;1.6;1328;65;4;N;;;;;1;Koffiekoeken;Carrefour express;2;4;13;E;
1660031390127.jpg;50.8515289 3.2858772 65.6 1.6;508.515.289;32.858.772;65.6;1.6;1328;65;4;N;;;;;2;Brood, stokbrood;Carrefour express;11;3;4;A;
1660031556061.jpg;50.8509673 3.285633 73.2 1.716;508.509.673;3.285.633;73.2;1.716;1329;65;5;N;;;;;;;Natuur & dieetvoeding;NA;;NA;;
1660031585930.jpg;50.85093 3.2856517 69.0 1.64;5.085.093;32.856.517;69;1.64;1330;65;7;N;;;;;1;;De ververie;NA;;NA;;
1660031585930.jpg;50.85093 3.2856517 69.0 1.64;5.085.093;32.856.517;69;1.64;1330;65;9;N;;;;;2;;Cornet;A;5;A;;
1660031631968.jpg;50.8510733 3.2857833 66.0 1.883;508.510.733;32.857.833;66;1.883;1331;65;9;N;;;;;1;;Pauwels;A;5;A;;
1660031631968.jpg;50.8510733 3.2857833 66.0 1.883;508.510.733;32.857.833;66;1.883;1331;65;9;N;;;;;2;;Estaminet;A;5;A;;
1660031806639.jpg;50.8509733 3.2864117 63.1 1.616;508.509.733;32.864.117;63.1;1.616;1332;65;7;N;;;;;;Vis;Traiteur Jurgen;NA;;NA;;
1660031833273.jpg;50.851065 3.286385 72.30000000000001 1.72;50.851.065;3.286.385;7.230.000.000.000.000;1.72;1333;65;7;N;;;;;;Vis;Traiteur Jurgen;NA;;NA;;
1660032094019.jpg;50.8509183 3.28645 69.30000000000001 1.633;508.509.183;328.645;6.930.000.000.000.000;1.633;1334;65;9;N;;;;;;;Bavik;A;5;A;;
1660032137819.jpg;50.8508624 3.2865108 66.7 1.983;508.508.624;32.865.108;66.7;1.983;1335;65;9;N;;;;;;;Bavik;A;5;A;;
1660032251209.jpg;50.8507933 3.28664 63.300000000000004 1.34;508.507.933;328.664;63.300.000.000.000.000;1.34;1336;65;9;N;;;;;;;Bavik;A;5;A;;
1660032284521.jpg;50.85082 3.2867133 59.800000000000004 1.966;5.085.082;32.867.133;59.800.000.000.000.000;1.966;1337;65;9;N;;;;;1;;Bockor;A;5;A;;
1660032284521.jpg;50.85082 3.2867133 59.800000000000004 1.966;5.085.082;32.867.133;59.800.000.000.000.000;1.966;1337;65;9;N;;;;;2;;Ezel;A;5;A;;
1660032284521.jpg;50.85082 3.2867133 59.800000000000004 1.966;5.085.082;32.867.133;59.800.000.000.000.000;1.966;1337;65;3;N;;;;;3;;Gerolsteiner;NA;;NA;;
1660032332250.jpg;50.8507883 3.2868417 63.0 1.45;508.507.883;32.868.417;63;1.45;1338;65;9;N;;;;;;;Bockor;A;5;A;;
1660032397753.jpg;50.8508067 3.2868017 62.800000000000004 1.983;508.508.067;32.868.017;62.800.000.000.000.000;1.983;1339;65;9;N;;;;;1;;Bockor;A;5;A;;
1660032397753.jpg;50.8508067 3.2868017 62.800000000000004 1.983;508.508.067;32.868.017;62.800.000.000.000.000;1.983;1339;65;3;N;;;;;2;;Gerolsteiner;NA;;NA;;
1660032422808.jpg;50.8508383 3.2869017 60.400000000000006 2.52;508.508.383;32.869.017;60.400.000.000.000.000;2.52;1340;65;9;N;;;;;1;;Bockor;A;5;A;;
1660032422808.jpg;50.8508383 3.2869017 60.400000000000006 2.52;508.508.383;32.869.017;60.400.000.000.000.000;2.52;1340;65;3;N;;;;;2;;Gerolsteiner;NA;;NA;;
1660032465019.jpg;50.8508769 3.2868889 58.0 1.64;508.508.769;32.868.889;58;1.64;1341;65;9;N;;;;;;;Omer;A;5;A;;
1660032508900.jpg;50.85084 3.286995 55.400000000000006 1.54;5.085.084;3.286.995;55.400.000.000.000.000;1.54;1342;65;9;N;;;;;1;;Bockor;A;5;A;;
1660032508900.jpg;50.85084 3.286995 55.400000000000006 1.54;5.085.084;3.286.995;55.400.000.000.000.000;1.54;1342;65;9;N;;;;;2;;Le fort;A;5;A;;
1660032541736.jpg;50.8508767 3.2871717 55.2 2.1;508.508.767;32.871.717;55.2;2.1;1343;65;9;N;;;;;;;Bockor;A;5;A;;
1660032580633.jpg;50.8508668 3.286927 55.7 1.583;508.508.668;3.286.927;55.7;1.583;1344;65;9;N;;;;;;;Stella artois;A;5;A;;
